DNR_ID_Site_Number,Year,Mean(log_phosphorus),Std Dev(log_phosphorus),Mean(Secchi_Depth_RESULT),Std Dev(Secchi_Depth_RESULT),rec_1,rec_2,rec_3,rec_4,rec_5,seasonal_1,seasonal_2,seasonal_3,seasonal_4,seasonal_5,physical_1,physical_2,physical_3,physical_4,physical_5,LAKE_NAME,MAJOR_WATERSHED,longitude,latitude,num.rec.readings,num.physical.readings,rec.avg,physical.avg,seasonal.grade,LakeSite,Number Properties,Mean(ACRES_POLY),Std Dev(ACRES_POLY),N(Ag Preserve - Yes),N(Basement - Yes),Median(EMV_TOTAL),Interquartile Range(EMV_TOTAL),Median(FIN_SQ_FT),Interquartile Range(FIN_SQ_FT),N(Green ACRE - Yes),N(Homestead - Partial),N(Homestead - Yes),N(Single Unit),N(Multiple Unit),Median(SALE_VALUE),Interquartile Range(SALE_VALUE),Median(TOTAL_TAX),Interquartile Range(TOTAL_TAX),N(Sales that year),N(Built that year)
10022600-01,2008,-3.75341656,0.31684928,3.232142857,0.704820529,9,5,0,0,0,0,0,0,0,1,6,8,0,0,0,Fireman's Clayhole Lake,Lower Minnesota River,-93.60344874,44.79128839,14,14,1.357142857,1.571428571,A,Fireman's Clayhole Lake-1,279,0.594265233,1.301496958,0,0,153300,220100,1132,2030,0,0,68,0,0,156500,321670,1949,4040,12,0
10022600-01,2009,-3.737039255,0.573728727,3.342857143,0.85369269,4,9,1,0,0,0,0,0,1,0,3,11,0,0,0,Fireman's Clayhole Lake,Lower Minnesota River,-93.60344874,44.79128839,14,14,1.785714286,1.785714286,B,Fireman's Clayhole Lake-1,288,0.574583333,1.285314466,0,0,152100,216750,1082,1812,0,0,68,0,6,158000,291597.75,1779,4137,8,2
10022600-01,2010,-3.711077464,0.455809211,2.785714286,0.813215028,1,10,3,0,0,0,0,0,1,0,1,10,3,0,0,Fireman's Clayhole Lake,Lower Minnesota River,-93.60344874,44.79128839,14,14,2.142857143,2.142857143,B,Fireman's Clayhole Lake-1,288,0.574444444,1.285336642,0,0,142900,199125,1082,1812,0,0,0,0,6,158000,291597.75,2000,4123,0,0
10022600-01,2011,-3.770746606,0.311069623,2.525,0.64543854,4,9,1,0,0,0,0,0,0,1,2,10,2,0,0,Fireman's Clayhole Lake,Lower Minnesota River,-93.60344874,44.79128839,14,14,1.785714286,2,A,Fireman's Clayhole Lake-1,286,0.577867133,1.285178394,0,0,133050,190900,1127,2025.5,0,0,136,0,6,155000,321570,2038,4444,8,0
10022600-01,2012,-3.358470336,1.071720919,2.257142857,0.716523966,3,4,7,0,0,0,0,0,1,0,0,8,6,0,0,Fireman's Clayhole Lake,Lower Minnesota River,-93.60344874,44.79128839,14,14,2.285714286,2.428571429,B,Fireman's Clayhole Lake-1,294,0.572457338,1.260070707,0,0,123000,181675,1082,2025.5,0,0,138,0,6,153000,340000,1976,4427,16,0
10022600-01,2013,-3.705468596,0.313302069,2.230769231,0.43852901,5,6,2,0,0,0,0,0,1,0,4,6,3,0,0,Fireman's Clayhole Lake,Lower Minnesota River,-93.60344874,44.79128839,13,13,1.769230769,1.923076923,B,Fireman's Clayhole Lake-1,290,0.578333333,1.27217118,0,0,123600,169125,1016,1812,0,0,140,0,6,151000,281607,1898,4524,20,0
10022600-01,2014,-3.81548422,0.281617635,2.773076923,0.652116869,4,6,2,1,0,0,0,0,0,1,4,5,2,2,0,Fireman's Clayhole Lake,Lower Minnesota River,-93.60344874,44.79128839,13,13,2,2.153846154,A,Fireman's Clayhole Lake-1,293,0.583092784,1.266651595,0,0,127300,172500,1020,1918,0,0,138,0,6,160000,317570,1838,4472,16,0
10024900-01,2014,-1.968064909,0.553002411,0.475,0.298861476,0,0,4,6,2,1,0,0,0,0,0,0,5,6,1,Big Woods Lake,Lower Minnesota River,-93.60325306,44.84450411,12,12,3.833333333,3.666666667,F,Big Woods Lake-1,5,25.12,20.70802019,0,0,772800,6210250,0,2966,0,0,0,0,0,,,8444,229107,0,0
13002300-01,2005,-2.102298524,0.558358232,0.990642857,0.530383839,0,1,1,10,2,0,1,0,0,0,0,1,5,6,2,Moody Lake,Lower St. Croix River,-92.86717247,45.30161606,14,14,3.928571429,3.642857143,D,Moody Lake-1,15,2.215,1.655915802,0,0,25000,219600,0,0,0,0,15,0,0,137950,35900,1788.5,1467.75,0,0
13002300-01,2006,-1.106482968,1.136403926,1.045071429,0.704363593,0,0,6,7,1,0,1,0,0,0,0,1,9,3,1,Moody Lake,Lower St. Croix River,-92.86717247,45.30161606,14,14,3.642857143,3.285714286,D,Moody Lake-1,15,2.215,1.655915802,0,0,29900,258300,0,1072,0,0,8,0,0,182500,125000,1859,1525,0,0
13002300-01,2007,-2.078022108,0.426675048,0.990714286,0.547020662,1,3,0,10,0,0,0,0,0,0,0,3,6,5,0,Moody Lake,Lower St. Croix River,-92.86717247,45.30161606,14,14,3.357142857,3.142857143,F,Moody Lake-1,15,,,0,0,29900,260000,0,0,0,14,0,0,0,182500,125000,,,0,0
13002300-01,2010,-2.549249818,0.375285941,1.095833333,0.816438589,2,1,2,5,2,0,1,0,0,0,2,1,4,3,2,Moody Lake,Lower St. Croix River,-92.86717247,45.30161606,12,12,3.333333333,3.166666667,D,Moody Lake-1,14,1.715714286,0.897378355,0,0,13000,201600,0,1072,0,0,8,6,0,182500,125000,,,0,0
13002300-01,2011,-2.182078896,0.408580326,0.79,0.546605688,1,1,0,6,2,0,1,0,0,0,1,1,1,4,3,Moody Lake,Lower St. Croix River,-92.86717247,45.30161606,10,10,3.7,3.7,D,Moody Lake-1,14,1.715714286,0.897378355,0,0,13000,201600,0,1072,0,0,8,6,0,182500,125000,,,0,0
13002300-01,2012,-2.135516917,0.493029783,1.17,0.880719403,3,0,2,3,2,0,1,0,0,0,3,2,1,2,2,Moody Lake,Lower St. Croix River,-92.86717247,45.30161606,10,10,3.1,2.8,D,Moody Lake-1,14,1.714285714,0.894734291,0,0,13000,197700,0,1080,0,0,8,6,0,182500,125000,,,0,0
13002300-01,2013,-2.698684716,0.539818999,1.115,0.502846658,3,3,6,9,1,0,1,0,0,0,0,9,8,4,1,Moody Lake,Lower St. Croix River,-92.86717247,45.30161606,22,22,3.090909091,2.863636364,D,Moody Lake-1,14,1.715714286,0.897378355,0,0,13000,172400,0,1080,0,0,8,6,0,182500,125000,,,0,0
13002300-01,2014,-2.4122484,0.485438678,0.9564,0.364175782,0,3,7,13,1,0,1,0,0,0,0,5,11,7,1,Moody Lake,Lower St. Croix River,-92.86717247,45.30161606,24,24,3.5,3.166666667,D,Moody Lake-1,14,1.715714286,0.897378355,0,0,13000,219300,0,1080,0,0,8,6,0,182500,125000,,,0,0
13002400-01,2014,-3.74595448,0.499998155,1.295,0.135680105,1,5,6,0,0,0,0,0,0,0,1,11,0,0,0,Third Lake,Lower St. Croix River,-92.85684301,45.29962695,12,12,2.416666667,1.916666667,F,Third Lake-1,18,6.465555556,5.017377124,0,0,248400,308050,1056,1404,0,0,10,10,0,38000,165000,,,0,0
13004200-01,2005,-2.405824561,0.521205238,1.513214286,0.532828473,0,0,2,11,1,0,0,0,0,0,0,9,5,0,0,Birch Lake,Lower St. Croix River,-92.89764541,45.30070147,14,14,3.928571429,2.357142857,F,Birch Lake-1,9,16.0025,2.338509141,0,0,367700,244050,0,0,0,0,9,0,0,168300,59800,2422,2200,0,0
13004200-01,2006,-2.435030477,0.529686867,1.523857143,0.497756778,0,0,4,3,0,0,1,0,0,0,0,3,4,0,0,Birch Lake,Lower St. Croix River,-92.89764541,45.30070147,7,7,3.428571429,2.571428571,D,Birch Lake-1,9,16.0025,2.338509141,0,0,330400,216200,1164,1873,0,0,7,0,0,168300,59800,2656,2453,0,0
13004200-01,2007,-2.999777294,0.36047301,1.9535,0.792827129,0,0,1,6,0,0,0,1,0,0,0,4,2,0,1,Birch Lake,Lower St. Croix River,-92.89764541,45.30070147,7,7,3.857142857,2.714285714,C,Birch Lake-1,9,,,0,0,377700,316350,0,0,0,9,0,0,0,168300,59800,,,0,0
13004200-01,2008,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Birch Lake,Lower St. Croix River,-92.89764541,45.30070147,0,0,,,C,Birch Lake-1,9,14.77333333,4.186729034,0,0,331000,275750,0,0,0,9,0,0,0,168300,59800,331000,275750,0,0
13005400-01,2006,-1.955988661,0.980955446,1.578357143,0.529952336,0,9,2,3,0,0,0,1,0,0,0,9,2,3,0,Little Comfort Lake,Lower St. Croix River,-92.93695344,45.31351351,14,14,2.571428571,2.571428571,C,Little Comfort Lake-1,4,2.54,0.014142136,0,0,419500,52800,2561,186,0,0,4,0,0,31000,0,3285,1238,0,0
13005400-01,2007,-3.288826159,0.513373444,1.480769231,0.513784351,4,6,2,0,0,0,0,0,1,0,1,11,0,0,0,Little Comfort Lake,Lower St. Croix River,-92.93695344,45.31351351,12,12,1.833333333,1.916666667,B,Little Comfort Lake-1,4,,,0,0,435300,55600,0,0,0,4,0,0,0,31000,0,,,0,0
13005400-01,2008,-3.48574152,0.415616023,1.708333333,0.227469612,3,7,1,0,0,0,0,1,0,0,2,9,1,0,0,Little Comfort Lake,Lower St. Croix River,-92.93695344,45.31351351,11,12,1.818181818,1.916666667,C,Little Comfort Lake-1,4,2.53,0.011547005,0,0,380350,11500,0,0,0,4,0,0,0,31000,0,380350,11500,0,0
13005400-01,2009,-3.796446621,0.37332998,1.733333333,0.5959459,1,5,6,0,0,0,0,0,1,0,1,10,1,0,0,Little Comfort Lake,Lower St. Croix River,-92.93695344,45.31351351,12,12,2.416666667,2,B,Little Comfort Lake-1,4,2.53,0.011547005,0,0,343350,8700,2509.5,51,0,4,0,0,0,31000,0,343350,8700,0,0
13005400-01,2010,-3.686625673,0.293826754,1.808333333,0.479504163,1,7,4,0,0,0,0,0,1,0,2,7,3,0,0,Little Comfort Lake,Lower St. Croix River,-92.93695344,45.31351351,12,12,2.25,2.083333333,B,Little Comfort Lake-1,4,2.54,0.011547005,0,0,298350,6100,2509.5,51,0,0,4,4,0,31000,0,,,0,0
13005400-01,2011,-3.173596484,0.279431727,1.761538462,0.638407474,1,4,3,5,0,0,0,1,0,0,1,5,6,1,0,Little Comfort Lake,Lower St. Croix River,-92.93695344,45.31351351,13,13,2.923076923,2.538461539,C,Little Comfort Lake-1,4,2.54,0.011547005,0,0,288400,9800,2447.5,55,0,0,4,4,0,31000,0,,,0,0
13005400-01,2012,-2.762717873,0.681822265,1.536363636,0.488411153,0,3,5,2,0,0,0,1,0,0,0,6,5,0,0,Little Comfort Lake,Lower St. Croix River,-92.93695344,45.31351351,10,11,2.9,2.454545455,C,Little Comfort Lake-1,4,2.535,0.017320508,0,0,259650,7300,2447.5,55,0,0,4,4,0,31000,0,,,0,0
13005400-01,2013,-3.10622388,0.548934017,1.491052632,0.434394786,3,8,8,0,0,0,0,1,0,0,3,13,3,0,0,Little Comfort Lake,Lower St. Croix River,-92.93695344,45.31351351,19,19,2.263157895,2,C,Little Comfort Lake-1,4,2.54,0.011547005,0,0,287900,9800,2447.5,55,0,0,4,4,0,31000,0,,,0,0
13005400-01,2014,-3.276737415,0.577056454,1.972352941,0.54648341,1,11,3,2,0,0,0,1,0,0,3,13,1,0,0,Little Comfort Lake,Lower St. Croix River,-92.93695344,45.31351351,17,17,2.352941177,1.882352941,C,Little Comfort Lake-1,4,2.54,0.011547005,0,0,308550,4500,2447.5,55,0,0,4,4,0,31000,0,,,0,0
13005600-01,2009,-3.269560891,0.421668643,0.51,0.089442719,0,0,0,4,6,0,0,1,0,0,0,8,2,0,0,Heims Lake,Lower St. Croix River,-92.99323808,45.31658516,10,10,4.6,2.2,C,Heims Lake-1,26,4.914615385,1.982320319,0,0,288100,51375,1442,1036.75,0,0,24,0,0,239900,172000,3138.5,600.25,2,0
13005600-01,2014,-3.350971538,0.660870271,1.180833333,0.195701922,0,2,2,8,0,0,0,0,0,0,0,7,5,0,0,Heims Lake,Lower St. Croix River,-92.99323808,45.31658516,12,12,3.5,2.416666667,F,Heims Lake-1,26,4.914615385,1.982320319,0,0,246400,50900,1442,1036.75,0,0,24,0,0,239900,172000,3340,813.25,0,0
13005700-01,2005,-2.68143832,0.240742058,1.328071429,0.552532138,0,2,5,7,0,0,0,1,0,0,0,2,8,3,1,School Lake,Lower St. Croix River,-92.91277939,45.30333408,14,14,3.357142857,3.214285714,C,School Lake-1,13,5.674285714,4.35777794,0,0,279200,64500,0,0,0,0,13,0,0,138900,47900,2192,625,0,0
13005700-01,2006,-2.740757472,0.424946464,1.284571429,0.350380202,0,3,4,0,0,0,0,1,0,0,0,4,3,0,0,School Lake,Lower St. Croix River,-92.91277939,45.30333408,7,7,2.571428571,2.428571429,C,School Lake-1,13,5.674285714,4.35777794,0,0,308200,86450,1148,690.5,0,0,13,0,0,129900,85400,2358,631,0,0
13005700-01,2007,-3.008711406,0.334821414,1.437,0.361182779,2,2,2,1,0,0,0,1,0,0,0,4,1,2,0,School Lake,Lower St. Croix River,-92.91277939,45.30333408,7,7,2.285714286,2.714285714,C,School Lake-1,13,,,0,0,317900,83300,0,0,0,13,0,0,0,129900,85400,,,0,0
13005700-01,2009,-3.048390237,0.057026734,1.3875,0.188509189,0,2,6,0,0,0,0,1,0,0,0,1,7,0,0,School Lake,Lower St. Croix River,-92.91277939,45.30333408,8,8,2.75,2.875,C,School Lake-1,13,5.237692308,4.0262227,0,0,275700,79050,1148,695.5,0,13,0,0,0,129900,85400,275700,79050,0,0
19000600-03,2013,-1.88350126,0.463231752,0.985416667,0.45254814,0,0,2,22,0,0,2,0,0,0,0,1,23,0,0,Byllesby Lake,Cannon River,-92.97382842,44.5163533,24,24,3.916666667,2.958333333,D,Byllesby Lake-1,504,1.748472222,6.310821834,0,0,192750,314700,652,2434,22,0,371,256,4,157500,338875,1503,2362,4,0
19000600-03,2014,-1.937808183,0.51704627,0.860454546,0.374667818,0,0,6,16,0,0,2,0,0,0,0,1,14,6,0,Byllesby Lake,Cannon River,-92.97382842,44.5163533,22,21,3.727272727,3.238095238,D,Byllesby Lake-1,502,1.755478088,6.322489156,0,0,208900,333150,588,2440,22,0,371,254,4,187500,334550,1494,2346,4,0
19002000-01,2010,-2.092426968,0.754550951,0.396,0.203699125,0,0,0,10,0,0,0,0,0,0,0,0,1,8,1,Chub Lake,Cannon River,-93.21735344,44.56872497,10,10,4,4,F,Chub Lake-1,72,18.15842105,22.24718135,8,8,254700,365175,1218,3078,6,0,47,37,0,177450,119100,3382.5,2555,0,0
19002000-01,2011,-2.186766978,0.448061388,0.466,0.25781992,0,0,0,10,0,1,0,0,0,0,0,0,0,10,0,Chub Lake,Cannon River,-93.21735344,44.56872497,10,10,4,4,F,Chub Lake-1,57,18.15842105,22.24718135,8,8,305400,253950,1926,3240,6,0,47,0,0,117900,236900,2976,3142,0,0
19002100-01,2004,-2.044454353,0.696322095,0.445,0.204735602,0,0,9,0,0,0,1,0,0,0,0,0,2,6,1,Alimagnet Lake,Mississippi River - Lake Pepin,-93.24821298,44.74812624,9,9,3,3.888888889,D,Alimagnet Lake-1,515,0.895500982,6.010153056,0,0,249300,90600,2398,854,0,0,478,485,0,163400,116900,2433,912,20,0
19002100-01,2005,-2.140285055,0.332168527,0.528,0.219484244,0,0,8,0,0,0,1,0,0,0,0,0,3,5,0,Alimagnet Lake,Mississippi River - Lake Pepin,-93.24821298,44.74812624,8,8,3,3.625,D,Alimagnet Lake-1,515,0.895500982,6.010153056,0,0,271500,97100,2398,854,0,0,472,485,0,173250,120875,2599,990,12,0
19002100-01,2006,-1.995535673,0.52066189,0.525,0.18516402,0,1,6,1,0,1,0,0,0,0,0,0,4,3,1,Alimagnet Lake,Mississippi River - Lake Pepin,-93.24821298,44.74812624,8,8,3,3.625,F,Alimagnet Lake-1,513,0.899033531,6.021766714,0,0,286300,102850,2416,830.5,0,0,472,485,0,180200,123250,3122,1166,11,0
19002100-01,2007,-2.204432903,0.508617733,0.507,0.247792476,0,1,7,1,0,0,1,0,0,0,0,1,2,7,0,Alimagnet Lake,Mississippi River - Lake Pepin,-93.24821298,44.74812624,9,10,3,3.6,D,Alimagnet Lake-1,513,0.899033531,6.021766714,0,0,289400,110350,2416,830.5,0,0,462,483,0,189900,128000,3120,1182,6,0
19002100-01,2008,-2.308022648,0.37918242,0.605,0.252532626,0,1,10,1,0,0,1,0,0,0,0,2,4,5,1,Alimagnet Lake,Mississippi River - Lake Pepin,-93.24821298,44.74812624,12,12,3,3.416666667,D,Alimagnet Lake-1,513,0.899033531,6.021766714,0,0,281700,107550,2420,826.5,0,2,461,485,0,190000,131225,3111,1262.5,18,0
19002100-01,2009,-2.383789671,0.328377554,0.705,0.267135005,0,1,9,0,0,0,1,0,0,0,0,0,7,3,0,Alimagnet Lake,Mississippi River - Lake Pepin,-93.24821298,44.74812624,10,10,2.9,3.3,D,Alimagnet Lake-1,513,0.899033531,6.021766714,0,0,259300,111350,2420,831.5,0,2,465,485,0,192500,133900,3112,1337,6,0
19002100-01,2010,-2.728623855,0.589302407,0.980769231,0.680544654,3,2,8,0,0,0,0,1,0,0,3,1,4,5,0,Alimagnet Lake,Mississippi River - Lake Pepin,-93.24821298,44.74812624,13,13,2.384615385,2.846153846,C,Alimagnet Lake-1,513,0.899033531,6.021766714,0,0,241100,102850,2428,830.5,0,2,463,485,0,193250,133900,3077,1486,6,0
19002100-01,2011,-2.912618472,0.345537058,1.25,0.574060497,0,6,4,0,0,0,0,1,0,0,1,8,0,3,0,Alimagnet Lake,Mississippi River - Lake Pepin,-93.24821298,44.74812624,10,12,2.4,2.416666667,C,Alimagnet Lake-1,507,0.899033531,6.021766714,0,0,238800,94600,2444,816,0,0,469,0,0,190000,129225,3037,1466,9,0
19002100-01,2012,-2.826348141,0.561375582,1.404545455,0.951434324,0,6,1,4,0,0,0,1,0,0,3,4,2,1,1,Alimagnet Lake,Mississippi River - Lake Pepin,-93.24821298,44.74812624,11,11,2.818181818,2.363636364,C,Alimagnet Lake-1,505,0.902594059,6.033552269,0,0,224600,88500,2456,824.5,0,0,461,487,0,194900,131000,3082,1405,8,0
19002100-01,2013,-2.519680539,0.500399002,0.81,0.538413307,0,2,6,1,0,0,1,0,0,0,0,3,3,4,0,Alimagnet Lake,Mississippi River - Lake Pepin,-93.24821298,44.74812624,9,10,2.888888889,3.1,D,Alimagnet Lake-1,505,0.902594059,6.033552269,0,0,237000,85550,2456,842.5,0,0,458,487,0,195500,131000,2979,1349.5,8,0
19002100-01,2014,-2.630451283,0.532828176,0.966666667,0.445856343,2,7,2,0,0,0,1,0,0,0,1,6,0,5,0,Alimagnet Lake,Mississippi River - Lake Pepin,-93.24821298,44.74812624,11,12,2,2.75,D,Alimagnet Lake-1,505,0.902594059,6.033552269,0,0,247200,82150,2456,842.5,0,0,462,487,0,197000,133150,3143,1375.5,12,0
19002200-01,2004,-2.817453173,0.839326272,1.364328125,0.859080351,4,37,13,7,0,1,1,2,1,1,7,38,11,6,0,Long Lake,Mississippi River - Lake Pepin,-93.17320832,44.7559202,61,62,2.37704918,2.258064516,C,Long Lake-1,470,0.795466377,1.345463089,0,0,243500,72200,2180,845.5,0,0,421,424,0,192125,120437.5,2393,824,28,0
19002200-01,2005,-2.838978898,0.792792769,1.449029851,0.965568038,2,15,18,29,1,1,2,1,2,0,5,28,21,10,1,Long Lake,Mississippi River - Lake Pepin,-93.17320832,44.7559202,65,65,3.184615385,2.6,D,Long Lake-1,464,0.795466377,1.345463089,0,0,265350,73400,2189,842.75,0,0,421,424,0,197000,139000,2566,792,20,0
19002200-01,2006,-2.751641629,0.973048757,1.461939394,0.935296397,3,10,23,30,0,1,1,2,2,0,3,24,31,8,0,Long Lake,Mississippi River - Lake Pepin,-93.17320832,44.7559202,66,66,3.212121212,2.666666667,C,Long Lake-1,469,0.782703863,1.332258486,0,0,288600,79200,2255,978,0,0,427,424,0,203000,159450,3062,966.5,20,0
19002200-01,2007,-2.899084957,1.003227924,1.735230769,1.091742726,5,19,12,26,3,1,0,3,2,0,5,26,23,9,2,Long Lake,Mississippi River - Lake Pepin,-93.17320832,44.7559202,65,65,3.046153846,2.646153846,C,Long Lake-1,469,0.782703863,1.332258486,0,0,290800,86650,2298,994,0,0,424,424,0,208125,161250,3112,936,4,0
19002200-01,2008,-3.040297341,0.915028916,1.827686567,0.985388313,1,18,22,20,2,1,0,1,3,1,1,34,24,3,2,Long Lake,Mississippi River - Lake Pepin,-93.17320832,44.7559202,63,64,3.063492064,2.546875,B,Long Lake-1,469,0.782703863,1.332258486,0,0,283300,81250,2298,986,0,2,424,424,0,215000,165550,3126,939,9,0
19002200-01,2009,-3.188298791,1.083352977,2.225479452,1.547342571,16,9,19,21,7,1,1,1,1,2,12,33,20,3,5,Long Lake,Mississippi River - Lake Pepin,-93.17320832,44.7559202,72,73,2.916666667,2.397260274,A,Long Lake-1,467,0.786077586,1.339181483,0,0,262200,74700,2290,1020,0,4,420,420,0,227000,179100,3123,939,16,0
19002200-01,2010,-2.897516876,0.83927747,1.804576271,1.199113641,2,11,25,13,2,1,0,1,2,1,3,36,13,4,2,Long Lake,Mississippi River - Lake Pepin,-93.17320832,44.7559202,53,58,3.037735849,2.413793103,B,Long Lake-1,467,0.786077586,1.339181483,0,0,245700,70700,2298,1002,0,4,420,422,0,235000,179100,3148,892,14,0
19002200-01,2011,-2.865656741,0.946300336,1.73705,1.007472585,8,24,26,15,4,1,1,1,3,0,2,51,17,3,5,Long Lake,Mississippi River - Lake Pepin,-93.17320832,44.7559202,77,78,2.779220779,2.461538462,B,Long Lake-1,462,0.783722944,1.34160295,0,0,238450,66600,2342.5,987.75,0,0,428,0,0,235000,162500,3086,852,7,0
19002200-01,2012,-2.919391034,1.000133343,1.771301887,1.271036155,13,11,12,10,7,1,0,2,1,0,10,24,16,5,0,Long Lake,Mississippi River - Lake Pepin,-93.17320832,44.7559202,53,55,2.754716981,2.290909091,C,Long Lake-1,463,0.784298056,1.3401169,0,0,224400,64200,2337,999,0,0,420,421,0,235000,169800,3113,881,5,0
19002200-01,2013,-3.231176422,0.943330861,1.739811321,1.036162466,14,17,12,15,8,1,0,1,1,1,9,33,17,3,4,Long Lake,Mississippi River - Lake Pepin,-93.17320832,44.7559202,66,66,2.787878788,2.393939394,F,Long Lake-1,463,0.784298056,1.34008072,0,0,230800,70500,2348,1035,0,0,416,424,0,236000,167884.5,3032.5,892,18,0
19002200-01,2014,-2.991102127,0.901808967,1.432,0.685387017,13,10,26,7,9,1,0,3,1,0,10,32,22,4,2,Long Lake,Mississippi River - Lake Pepin,-93.17320832,44.7559202,65,70,2.830769231,2.371428571,C,Long Lake-1,463,0.784298056,1.34008072,0,0,253300,67500,2348,1035,0,0,418,426,0,238000,176875,3075,1003,10,0
19002300-01,2004,-1.742193093,0.517790242,0.485714286,0.401644969,3,0,3,8,0,1,0,0,0,0,2,3,2,3,4,Farquar Lake,Mississippi River - Lake Pepin,-93.1646402,44.75863717,14,14,3.142857143,3.285714286,F,Farquar Lake-1,316,0.735602837,1.186193031,0,0,226500,132125,2272,1220.75,0,2,290,286,0,184000,100100,2312.5,1519.25,31,0
19002300-01,2005,-1.913689436,0.417946364,0.72,0.396772695,5,0,5,3,0,1,0,0,0,0,2,5,3,4,0,Farquar Lake,Mississippi River - Lake Pepin,-93.1646402,44.75863717,13,14,2.461538462,2.642857143,F,Farquar Lake-1,316,0.735602837,1.186193031,0,0,247700,140400,2327,1216.25,0,4,290,286,0,189500,107500,2337,1630.5,12,0
19002300-01,2006,-2.051102049,0.540762232,0.692307692,0.363917432,1,2,3,7,0,0,1,0,0,0,2,4,2,5,0,Farquar Lake,Mississippi River - Lake Pepin,-93.1646402,44.75863717,13,13,3.230769231,2.769230769,D,Farquar Lake-1,314,0.740857143,1.189660043,0,0,257950,158175,2402,1216.75,0,4,290,286,0,189500,116100,2856,1844.75,7,0
19002300-01,2007,-1.828574897,0.512097477,0.511538462,0.192736701,0,1,4,8,0,1,0,0,0,0,0,1,4,7,1,Farquar Lake,Mississippi River - Lake Pepin,-93.1646402,44.75863717,13,13,3.538461539,3.615384615,F,Farquar Lake-1,314,0.740857143,1.189660043,0,0,259750,170900,2440,1302,0,4,286,288,0,193000,116750,2776,1930.5,8,0
19002300-01,2008,-2.338686167,0.775328031,0.730769231,0.672538246,1,2,5,5,0,0,1,0,0,0,1,2,5,5,0,Farquar Lake,Mississippi River - Lake Pepin,-93.1646402,44.75863717,13,13,3.076923077,3.076923077,D,Farquar Lake-1,315,0.738428571,1.188490969,0,0,259400,158200,2442,1311,0,4,287,290,0,193000,117250,2744,2040,6,0
19002300-01,2009,-1.779224277,0.66558494,0.517857143,0.304862606,3,0,10,0,0,1,0,0,0,0,2,2,2,6,2,Farquar Lake,Mississippi River - Lake Pepin,-93.1646402,44.75863717,13,14,2.538461539,3.285714286,F,Farquar Lake-1,317,0.733262411,1.134882374,0,0,250400,143600,2448,1342,0,4,293,290,0,194500,124250,2853,1894.75,12,0
19002300-01,2010,-2.303151019,0.236874395,0.588571429,0.143894039,3,1,10,0,0,0,1,0,0,0,0,4,5,5,0,Farquar Lake,Mississippi River - Lake Pepin,-93.1646402,44.75863717,14,14,2.5,3.071428571,D,Farquar Lake-1,317,0.733262411,1.134882374,0,0,234800,136900,2461,1345,0,4,288,292,0,196730,122050,2994.5,1862,7,0
19002300-01,2011,-2.338342175,0.256771861,0.614285714,0.297960098,3,3,8,0,0,1,0,0,0,0,2,1,4,7,0,Farquar Lake,Mississippi River - Lake Pepin,-93.1646402,44.75863717,14,14,2.357142857,3.142857143,F,Farquar Lake-1,307,0.733262411,1.134882374,0,0,244700,130600,2492,1282,0,0,294,0,0,216000,149100,3074,1928.5,7,0
19002300-01,2012,-2.021876222,0.775993537,0.628571429,0.257050044,1,4,9,0,0,1,0,0,0,0,0,4,2,5,3,Farquar Lake,Mississippi River - Lake Pepin,-93.1646402,44.75863717,14,14,2.571428571,3.5,F,Farquar Lake-1,308,0.73409894,1.132955786,0,0,229750,142450,2495,1282,0,0,291,293,0,194500,128100,3171,1911,6,0
19002300-01,2013,-2.281136252,0.453413356,0.72,0.206881609,1,2,10,0,0,0,1,0,0,0,0,2,4,7,0,Farquar Lake,Mississippi River - Lake Pepin,-93.1646402,44.75863717,13,13,2.692307692,3.384615385,D,Farquar Lake-1,308,0.73409894,1.132955786,0,0,240650,161975,2495,1283.5,0,0,280,293,0,194500,131000,3058,2162,17,0
19002300-01,2014,-2.269284259,0.686016411,0.754,0.491656094,3,1,10,1,0,0,1,0,0,0,1,2,3,6,3,Farquar Lake,Mississippi River - Lake Pepin,-93.1646402,44.75863717,15,15,2.6,3.533333333,D,Farquar Lake-1,308,0.73409894,1.132955786,0,0,254600,166400,2495,1283.5,0,0,282,293,0,199315,139050,3190,2291,17,0
19002400-01,2004,-3.075443351,0.301828393,1.437857143,0.572365921,0,5,2,7,0,0,0,1,0,0,0,4,4,6,0,Wood Lake,Lower Minnesota River,-93.2658604,44.74111827,14,14,3.142857143,3.142857143,C,Wood Lake-1,763,0.301269841,1.110506824,0,0,157300,33100,1474,366,0,0,668,729,2,120000,74750,1352.5,652,56,0
19002400-01,2005,-2.931471186,0.363407935,1.396785714,0.657622779,0,3,0,10,0,0,0,1,0,0,0,4,3,3,3,Wood Lake,Lower Minnesota River,-93.2658604,44.74111827,13,13,3.538461539,3.384615385,C,Wood Lake-1,763,0.301269841,1.110506824,0,0,167800,37400,1474,366,0,0,659,729,2,127900,81001.75,1448,644,55,0
